344.073,123.730,596
344.073,127.445,579
344.123,129.519,582
343.997,131.530,579
344.074,132.600,579
1242.577,110.989,580
1242.605,134.020,582
1249.543,128.626,579
1249.555,129.283,580
1242.999,136.139,580
1100.351,123.870,580
1100.338,123.927,582
1111.443,124.049,579
1111.442,126.736,579
1178.246,0.000,0
1186.009,112.479,579
1186.018,113.949,582
1186.007,114.974,579
1194.619,118.784,579
1201.374,114.428,579
765.834,159.870,590
775.016,154.569,580
775.069,157.608,580
775.071,167.244,579
840.500,149.315,580
