375.463,121.183,580
375.401,121.396,580
380.409,118.285,579
393.277,113.850,583
393.125,115.016,580
661.198,114.254,582
1058.085,97.849,580
1085.893,98.398,579
1143.062,109.894,579
1154.044,108.154,579
1045.910,98.751,597
1089.495,99.510,596
1089.581,100.537,596
1093.116,110.361,593
1185.862,109.091,585
1051.604,104.734,585
1066.499,100.259,585
1106.723,103.525,596
1146.726,110.084,582
1210.963,105.517,579
709.005,101.906,585
737.221,112.925,580
774.763,115.774,580
843.042,129.601,597
843.083,135.335,596
