124.849,6004.708,81664
124.991,6004.913,81664
124.990,10528.182,325376
125.033,10527.554,320256
124.991,10529.571,316672
81.013,7009.911,107776
82.173,7955.930,133888
81.077,9820.551,222464
81.148,10784.396,301312
81.077,14727.362,818432
86.761,6394.255,90368
86.698,6395.136,90368
86.758,6401.478,90368
86.766,7075.729,107776
86.825,7075.254,107776
84.917,6111.825,81664
78.683,6118.095,89344
78.731,6118.230,89344
93.290,6109.500,81664
78.745,6124.285,89344
82.551,5780.878,81664
82.631,5781.952,81664
80.830,5787.039,81664
83.424,7415.071,133888
82.620,8326.752,177920
