237.465,102.485,597
237.342,102.775,579
237.418,103.222,579
237.385,103.240,579
239.758,105.066,579
149.493,115.130,596
149.484,115.512,596
149.538,116.089,596
149.486,116.522,596
149.429,117.276,596
131.265,113.272,596
131.247,114.695,582
131.266,116.404,580
131.265,116.441,580
131.264,117.844,597
145.320,120.523,579
151.538,129.030,579
151.589,133.129,582
151.514,138.479,579
151.544,138.670,582
139.464,113.690,596
139.562,115.699,579
139.560,117.913,579
139.562,118.316,579
139.601,120.456,582
