223.751,146632.825,1354426
223.752,146670.946,1354426
223.803,158934.223,1354426
220.818,159064.791,1354426
220.728,167937.104,1354426
145.672,157741.650,1354426
162.878,161086.266,1354426
162.951,164462.867,1354426
162.879,169510.335,1354426
162.903,182564.721,1354426
137.930,146953.942,1354426
137.929,159533.993,1354426
197.315,167362.647,1354426
137.858,168366.508,1354426
137.974,173986.148,1354426
155.473,169728.162,1354426
138.560,181914.346,1354426
155.463,187655.256,1354426
138.566,188992.499,1354426
138.512,190594.639,1354426
142.555,175683.703,1354426
145.933,177153.167,1354426
145.928,177709.600,1354426
142.538,182514.816,1354426
126.018,189199.171,1354426
