200.987,6475.820,73472
204.793,6476.326,70400
153.373,6559.755,79104
153.424,6568.088,81664
192.452,6695.944,71936
136.846,6087.742,54528
102.202,6224.705,60160
102.249,10271.289,258304
127.826,14208.078,550656
127.771,18149.371,972032
151.692,6588.852,62720
179.508,6730.171,66304
179.467,6739.590,72448
179.428,6785.043,63232
131.873,15808.722,873728
84.016,6498.683,39168
84.018,6508.408,25856
83.998,6530.153,66304
94.172,6528.164,35072
91.313,7324.916,28416
103.752,6762.830,70400
103.758,6767.069,82176
103.789,6770.529,78592
103.750,6777.406,68864
103.604,21832.183,1186560
