363.478,6311.144,13056
370.771,6359.152,15104
371.811,6387.696,17664
371.825,6388.538,20224
367.582,6570.898,12032
113.333,6666.158,28928
113.333,6666.383,58624
113.415,6866.545,68864
113.302,6868.050,64768
115.521,6889.872,57088
143.472,6499.789,62208
143.471,6506.540,58624
143.514,6526.288,51456
144.537,9768.358,206592
143.490,10732.034,279296
206.574,6462.972,41216
206.562,6463.116,41216
206.570,6463.260,49920
206.568,6464.995,40704
204.613,6471.428,54016
211.429,6394.866,23296
211.419,6400.914,27392
211.449,6411.553,46848
211.504,6414.457,46848
213.629,6627.296,24320
