199.637,9108.735,636160
197.751,9110.644,638720
199.673,9110.400,639300
197.786,11086.839,802560
199.640,13089.441,987392
101.854,9705.912,682240
100.202,10683.001,769280
100.056,10683.365,769280
100.996,11682.250,859866
100.210,13680.870,1033984
103.162,10709.788,751872
103.140,10710.368,751872
102.421,10711.136,754980
103.150,10712.016,751872
102.408,12684.696,925952
99.459,10705.889,746752
98.470,10708.239,751872
99.504,10709.185,749324
99.479,12684.577,920320
99.461,13692.067,1013504
99.222,9699.214,676608
99.066,9699.516,679680
98.903,9699.706,677120
99.179,9701.157,676608
99.076,10674.303,767316
