358.608,95.551,582
365.363,104.361,597
365.352,107.318,580
371.732,100.938,580
371.726,104.231,585
388.494,80.496,580
398.941,89.655,580
403.675,99.799,582
406.353,101.263,596
405.486,101.841,580
1323.400,69.524,582
1325.667,110.031,579
1325.672,110.121,579
1339.212,100.935,579
1339.237,102.207,579
1020.305,62.654,579
1041.188,63.348,579
1041.205,63.778,579
1079.316,72.350,594
1153.317,63.405,597
1049.838,63.683,580
1094.395,70.499,582
1141.877,74.550,579
1216.463,64.713,580
1233.753,84.458,580
