224.587,10115.466,441
225.857,10115.736,441
224.577,10120.299,441
224.596,10123.703,441
225.875,10124.940,441
100.571,10116.043,441
100.640,10117.733,441
100.682,10118.169,441
100.639,10118.613,441
100.636,10119.443,441
103.675,10117.466,441
103.567,10121.164,441
103.635,10122.358,441
103.634,10125.336,441
103.633,10125.362,441
99.979,5119.286,441
100.004,5119.331,441
99.851,5119.418,441
99.980,5119.307,441
99.981,5119.309,441
104.523,10108.190,441
103.196,10112.001,441
104.510,10110.685,441
103.439,10111.983,441
103.190,10111.994,441
