225.241,10160.241,441
225.379,10165.556,441
225.461,10160.146,441
225.757,10170.699,441
225.410,10160.167,441
140.301,10119.391,441
140.315,10120.044,441
128.931,10141.337,441
128.903,10148.295,441
128.885,10148.975,441
143.880,10124.192,441
142.071,10128.279,441
143.826,10127.933,441
142.328,10131.791,441
143.813,10130.095,441
134.644,5133.195,441
134.632,5133.264,441
129.314,5142.485,441
129.227,5143.304,441
134.568,5133.202,441
145.928,10116.657,441
136.607,10126.184,441
136.645,10128.384,441
145.880,10128.409,441
136.617,10140.392,441
