306.116,6578.905,42752
295.830,6707.663,31488
306.131,6712.662,42240
306.132,6717.788,30976
306.213,6752.037,53504
151.598,6470.363,60672
156.686,6483.205,48384
156.653,6525.608,52992
156.638,6537.002,45824
162.981,6541.791,24320
135.689,5928.479,30464
135.278,6128.825,39680
135.203,6128.613,29952
145.513,6127.202,49408
135.205,6148.336,28416
176.597,6363.396,24320
167.110,6554.423,64256
167.114,6556.796,65792
176.590,7736.448,69888
176.612,14654.646,384768
169.674,6368.076,24320
169.699,8495.169,122624
169.844,9496.316,183552
169.671,10471.638,225024
169.627,10471.577,257280
