397.337,180357.849,1354426
397.213,180866.227,1354426
431.204,184966.988,1354426
397.258,187378.203,1354426
397.286,188051.197,1354426
148.570,167877.608,1354426
140.303,173480.331,1354426
140.375,181714.796,1354426
148.554,182724.358,1354426
140.262,185504.592,1354426
190.592,183662.601,1354426
163.241,189000.193,1354426
164.724,189434.169,1354426
163.126,190056.288,1354426
163.159,190070.990,1354426
244.047,166930.231,1354426
244.200,176583.366,1354426
256.276,184547.677,1354426
256.290,184576.002,1354426
256.240,185151.037,1354426
234.178,160077.960,1354426
241.339,168017.731,1354426
234.163,174870.339,1354426
234.153,183934.044,1354426
234.152,185069.160,1354426
