190.867,10098.054,441
190.903,10103.093,441
189.001,10106.630,441
190.923,10108.487,441
190.918,10112.208,441
119.421,10091.914,441
119.421,10092.461,441
119.420,10093.493,441
116.904,10105.761,441
116.926,10107.428,441
112.883,10095.775,441
112.843,10105.430,441
112.791,10107.224,441
112.741,10109.128,441
112.776,10111.149,441
114.184,10102.704,441
117.463,10101.424,441
114.222,10104.639,441
114.217,10104.638,441
114.219,10109.063,441
110.697,10095.452,441
110.700,10099.187,441
110.698,10099.206,441
110.697,10099.207,441
110.671,10099.322,441
