176.027,10089.558,441
176.030,10091.117,441
174.707,10095.845,441
174.683,10097.990,441
176.005,10100.804,441
109.865,10081.297,441
109.875,10081.726,441
100.946,10094.811,441
109.876,10085.897,441
102.503,10093.254,441
100.206,10093.411,441
100.247,10093.795,441
100.097,10094.108,441
100.206,10094.397,441
100.206,10094.984,441
100.588,10095.881,441
100.451,10100.527,441
105.158,10095.827,441
100.494,10100.541,441
105.180,10095.877,441
100.772,10089.326,441
100.835,10114.245,441
100.803,10114.287,441
100.803,10114.317,441
97.552,10117.541,441
