196.701,10179.352,441
196.786,10180.538,441
196.713,10184.550,441
196.601,10189.385,441
196.411,10190.891,441
161.163,10115.936,441
161.237,10129.746,441
165.906,10126.300,441
174.272,10119.394,441
153.271,10139.589,441
165.796,10120.606,441
161.709,10126.174,441
161.746,10127.512,441
161.737,10129.420,441
161.947,10131.087,441
140.260,10151.936,441
140.373,10159.087,441
140.298,10163.843,441
149.015,10154.866,441
140.299,10163.904,441
158.446,10119.180,441
156.682,10131.415,441
156.647,10132.917,441
156.645,10135.562,441
153.502,10140.266,441
