364.068,124.098,579
364.089,128.640,582
365.625,134.156,579
365.645,138.092,579
365.613,139.590,597
892.313,100.531,579
1038.267,98.646,579
1067.677,98.727,582
1150.599,107.694,579
1240.490,109.583,580
789.893,105.446,579
830.984,103.059,579
859.705,103.529,579
857.986,105.356,597
1017.709,101.012,579
520.573,108.658,582
527.719,101.729,579
545.755,103.343,579
654.115,110.916,589
715.201,103.930,587
736.592,124.649,582
740.774,120.764,579
753.848,109.962,579
761.803,105.642,579
924.596,111.390,597
