375.488,103.623,582
375.463,103.689,579
378.357,122.475,579
378.345,122.582,579
378.366,123.707,579
1182.087,118.729,579
1182.116,119.744,579
1182.236,120.096,582
1210.264,118.010,585
1213.187,121.461,579
1116.359,123.835,596
1116.395,125.555,596
1116.393,125.902,579
1139.113,120.730,582
1139.028,122.106,579
946.636,129.174,596
946.755,130.142,596
946.676,151.054,596
950.318,148.919,579
950.304,151.582,579
864.032,130.196,585
864.024,131.449,585
899.264,134.458,597
899.271,134.822,582
920.298,133.819,579
