368.683,115.442,579
368.733,116.452,590
368.678,119.546,579
368.593,121.475,579
371.169,127.445,579
1165.512,119.353,582
1165.388,120.067,580
1165.471,120.401,579
1179.797,128.833,589
1179.836,129.311,597
1129.325,119.683,596
1129.216,121.574,579
1142.329,139.349,579
1142.354,140.496,579
1142.323,140.668,579
933.712,120.112,582
933.602,124.145,596
933.642,129.801,596
933.639,141.197,579
937.132,140.563,579
856.494,129.776,590
856.435,131.420,579
866.474,128.400,579
905.281,120.630,597
875.181,151.113,579
