315.162,131.987,582
315.188,133.348,580
350.224,108.800,596
350.230,109.523,579
350.236,113.029,579
1137.449,136.234,579
1137.485,138.718,579
1137.600,141.237,582
1137.512,141.265,579
1147.729,131.030,595
1068.750,133.991,579
1068.856,136.115,582
1068.731,136.221,579
1077.607,154.644,580
1077.615,157.952,579
922.051,99.619,580
922.190,104.904,582
925.187,110.243,579
935.393,106.762,582
935.452,108.313,579
905.734,115.953,579
905.690,118.028,582
905.731,120.704,579
905.732,125.665,579
905.733,127.011,579
