233.155,110.887,582
247.623,129.791,579
247.641,130.658,580
247.640,130.819,580
247.639,130.949,580
126.195,228.996,582
170.369,202.927,579
170.351,203.720,579
170.450,204.990,596
168.519,208.279,579
184.470,193.027,582
232.156,186.415,579
232.176,186.882,579
232.178,187.114,579
287.973,133.663,579
191.186,235.995,582
191.235,236.710,579
191.239,236.854,579
191.220,238.218,579
191.232,239.344,579
143.495,245.871,579
143.456,246.014,582
175.393,215.445,579
175.424,215.632,579
143.452,247.852,579
