610.969,6659.792,19200
610.951,6663.784,12032
613.041,6663.339,34048
612.987,6666.034,23296
613.038,6668.809,31488
1352.088,0.000,0
1372.397,0.000,0
1103.552,5926.685,7424
1145.826,6048.611,7424
1157.785,7171.267,41216
368.012,6278.691,8960
367.206,6638.354,19712
368.951,6640.771,10496
368.960,7226.929,5888
383.538,7260.809,13568
394.869,6630.346,15104
394.868,6631.511,19712
356.571,6882.956,34048
394.272,6942.573,8960
394.892,7102.645,10496
1081.512,6478.612,33536
1095.056,6603.887,24320
1091.556,6607.610,18688
1123.867,6653.370,17664
991.572,6910.339,10496
