784.513,6551.779,22784
1661.599,5698.684,10496
1661.761,5962.351,10496
784.483,6901.514,7424
1661.842,6050.102,5888
3814.824,3841.529,8960
1759.687,5931.435,8960
1758.459,6036.899,16640
1770.351,6218.119,10496
1758.469,6426.771,7424
582.572,6975.147,37120
1746.596,5859.329,11008
1746.584,5859.475,12032
1746.580,10738.019,452864
1746.578,10740.016,457984
468.993,5937.896,12032
455.456,6109.703,12544
468.484,6103.233,18176
455.416,6386.591,5888
455.344,6489.825,5888
1300.038,5974.266,26368
1289.742,6046.160,26880
1289.820,6048.205,16640
1289.812,6049.287,14592
1307.223,6565.942,5888
