744.027,6032.535,16640
744.096,6039.324,19712
744.097,6294.911,12032
744.156,6598.156,14592
744.101,7250.141,13568
1415.018,6455.379,17152
1409.370,6557.301,7424
1412.771,6619.639,15616
1412.844,6821.635,19712
1412.798,6957.609,4352
392.864,6053.211,10496
392.828,6682.161,20736
392.769,6682.251,22272
392.829,6699.444,15104
548.481,6752.393,34048
325.189,6217.107,22784
328.447,6219.897,11008
328.464,6420.583,15104
330.113,6635.347,16128
325.032,6714.060,12032
1067.795,6444.693,10496
1073.310,6448.060,8960
1073.367,6669.882,13568
1073.270,7093.525,4352
1073.353,7094.250,4352
